image_path,mask_path,series,split
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_376.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_376.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_380.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_380.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_390.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_390.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_396.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_396.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_463.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_463.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_480.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_480.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_518.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_518.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_541.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_541.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_590.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_590.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_597.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_597.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_614.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_614.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_814.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_814.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_857.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_857.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_878.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_878.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_882.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_882.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_886.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_886.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_891.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_891.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121847410041VAS_slice_918.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121847410041VAS_slice_918.png,202201121847410041VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2168.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2168.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2201.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2201.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2250.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2250.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2276.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2276.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2287.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2287.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2293.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2293.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2316.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2316.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2333.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2333.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2376.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2376.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2395.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2395.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2421.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2421.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2443.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2443.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2461.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2461.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2477.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2477.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2547.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2547.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2549.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2549.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2658.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2658.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2683.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2683.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2725.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2725.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2751.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2751.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2791.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2791.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2803.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2803.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2807.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2807.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2808.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2808.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2821.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2821.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2826.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2826.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2842.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2842.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2856.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2856.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2865.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2865.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2935.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2935.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_2936.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_2936.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_3044.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_3044.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121854340043VAS_slice_3089.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121854340043VAS_slice_3089.png,202201121854340043VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1014.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1014.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1049.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1049.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1108.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1108.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1110.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1110.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1133.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1133.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1138.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1138.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1146.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1146.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1153.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1153.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1176.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1176.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1219.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1219.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1248.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1248.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1254.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1254.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1273.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1273.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1287.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1287.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1316.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1316.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1321.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1321.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1367.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1367.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1374.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1374.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1383.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1383.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1397.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1397.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1398.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1398.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1400.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1400.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1404.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1404.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1459.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1459.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1471.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1471.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1484.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1484.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1501.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1501.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1513.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1513.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1524.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1524.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1583.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1583.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1614.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1614.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1639.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1639.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_1714.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_1714.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_308.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_308.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_318.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_318.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_324.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_324.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_327.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_327.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_346.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_346.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_381.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_381.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_387.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_387.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_389.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_389.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_404.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_404.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_420.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_420.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_460.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_460.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_472.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_472.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_503.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_503.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_519.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_519.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_544.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_544.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_592.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_592.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_606.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_606.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_688.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_688.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_697.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_697.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_731.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_731.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_763.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_763.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_765.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_765.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_784.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_784.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_800.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_800.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_858.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_858.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_873.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_873.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_895.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_895.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_898.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_898.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_914.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_914.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_935.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_935.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_938.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_938.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_956.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_956.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_963.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_963.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202201121858500045VAS_slice_964.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202201121858500045VAS_slice_964.png,202201121858500045VAS,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071256290010EM VASCULAR_slice_13.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071256290010EM VASCULAR_slice_13.png,202202071256290010EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071256290010EM VASCULAR_slice_2.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071256290010EM VASCULAR_slice_2.png,202202071256290010EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071256290010EM VASCULAR_slice_38.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071256290010EM VASCULAR_slice_38.png,202202071256290010EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071256290010EM VASCULAR_slice_41.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071256290010EM VASCULAR_slice_41.png,202202071256290010EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_1020.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_1020.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_590.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_590.png,202202071300220015EM VASCULAR,train
